2019-05-29 13:42:25,277 INFO Car0 (0, 0)-7.80-0.00 SLEEP "Initialize car..."
2019-05-29 13:42:25,277 INFO Car0 (0, 0)-7.80-0.00 WAIT "Initialize successfully."
2019-05-29 13:42:25,277 INFO Car0 (0, 0)-7.80-0.00 MOVING "Move to plant[0, 0]."
2019-05-29 13:42:29,445 INFO Car0 (0, 0)-7.80-0.34 MOVING "Turn to plant[0, 0]."
2019-05-29 13:42:32,514 INFO Car0 (0, 0)-7.80-0.34 WORKING-IRRIGATE "Execute irrigation mission."
2019-05-29 13:42:46,179 INFO Car0 (0, 0)-7.80-0.34 MOVING "Turn back from plant[0, 0]."
2019-05-29 13:42:48,405 INFO Car0 (0, 0)-7.80-0.34 MOVING "Move to plant[0, 1]."
2019-05-29 13:42:56,521 INFO Car0 (0, 1)-7.79-1.04 MOVING "Turn to plant[0, 1]."
2019-05-29 13:42:58,891 INFO Car0 (0, 1)-7.79-1.04 WORKING-IRRIGATE "Execute irrigation mission."
2019-05-29 13:43:05,811 INFO Car0 (0, 1)-7.79-1.04 MOVING "Turn back from plant[0, 1]."
2019-05-29 13:43:08,788 INFO Car0 (0, 1)-7.79-1.04 MOVING "Move to plant[0, 2]."
2019-05-29 13:43:19,586 INFO Car0 (0, 2)-7.79-2.06 MOVING "Turn to plant[0, 2]."
2019-05-29 13:43:22,487 INFO Car0 (0, 2)-7.79-2.06 WORKING-IRRIGATE "Execute irrigation mission."
2019-05-29 13:43:30,755 INFO Car0 (0, 2)-7.79-2.06 MOVING "Turn back from plant[0, 2]."
2019-05-29 13:43:33,605 INFO Car0 (0, 2)-7.78-2.06 MOVING "Move to plant[0, 3]."
2019-05-29 13:43:47,558 INFO Car0 (0, 3)-7.78-3.36 MOVING "Turn to plant[0, 3]."
2019-05-29 13:43:50,145 INFO Car0 (0, 3)-7.78-3.36 WORKING-IRRIGATE "Execute irrigation mission."
2019-05-29 13:43:55,598 INFO Car0 (0, 3)-7.78-3.36 MOVING "Turn back from plant[0, 3]."
2019-05-29 13:43:58,358 INFO Car0 (0, 3)-7.78-3.36 MOVING "Move to plant[0, 4]."
2019-05-29 13:44:15,665 INFO Car0 (0, 4)-7.77-4.98 MOVING "Turn to plant[0, 4]."
2019-05-29 13:44:18,044 INFO Car0 (0, 4)-7.77-4.98 WORKING-IRRIGATE "Execute irrigation mission."
2019-05-29 13:44:31,157 INFO Car0 (0, 4)-7.77-4.98 MOVING "Turn back from plant[0, 4]."
2019-05-29 13:44:33,548 INFO Car0 (0, 4)-7.77-4.98 MOVING "Back to the entrance of ravine[0]."
2019-05-29 13:44:34,626 INFO Car0 (0, 0)-7.77-4.98 MOVING "Turn to the ravine channel."
2019-05-29 13:44:37,234 INFO Car0 (0, 0)-7.77-4.98 MOVING "Move to ravine[1]."
2019-05-29 13:44:45,466 INFO Car0 (1, 0)-7.76-5.71 MOVING "Turn into ravine[1]."
2019-05-29 13:44:47,858 INFO Car0 (1, 0)-7.76-5.71 MOVING "Move to plant[1, 0]."
2019-05-29 13:44:51,555 INFO Car0 (1, 0)-7.76-6.01 MOVING "Turn to plant[1, 0]."
2019-05-29 13:44:54,660 INFO Car0 (1, 0)-7.76-6.01 WORKING-IRRIGATE "Execute irrigation mission."
2019-05-29 13:45:06,733 INFO Car0 (1, 0)-7.76-6.01 MOVING "Turn back from plant[1, 0]."
2019-05-29 13:45:09,265 INFO Car0 (1, 0)-7.76-6.01 MOVING "Move to plant[1, 1]."
2019-05-29 13:45:16,425 INFO Car0 (1, 1)-7.75-6.69 MOVING "Turn to plant[1, 1]."
2019-05-29 13:45:19,592 INFO Car0 (1, 1)-7.75-6.69 WORKING-IRRIGATE "Execute irrigation mission."
2019-05-29 13:45:29,309 INFO Car0 (1, 1)-7.75-6.69 MOVING "Turn back from plant[1, 1]."
2019-05-29 13:45:31,931 INFO Car0 (1, 1)-7.75-6.69 MOVING "Move to plant[1, 2]."
2019-05-29 13:45:42,868 INFO Car0 (1, 2)-7.75-7.74 MOVING "Turn to plant[1, 2]."
2019-05-29 13:45:45,360 INFO Car0 (1, 2)-7.75-7.74 WORKING-IRRIGATE "Execute irrigation mission."
2019-05-29 13:45:55,027 INFO Car0 (1, 2)-7.75-7.74 MOVING "Turn back from plant[1, 2]."
2019-05-29 13:45:58,046 INFO Car0 (1, 2)-7.75-7.74 MOVING "Move to plant[1, 3]."
2019-05-29 13:46:11,585 INFO Car0 (1, 3)-7.74-9.06 MOVING "Turn to plant[1, 3]."
2019-05-29 13:46:14,296 INFO Car0 (1, 3)-7.74-9.06 WORKING-IRRIGATE "Execute irrigation mission."
2019-05-29 13:46:29,062 INFO Car0 (1, 3)-7.74-9.06 MOVING "Turn back from plant[1, 3]."
2019-05-29 13:46:32,116 INFO Car0 (1, 3)-7.74-9.06 MOVING "Move to plant[1, 4]."
2019-05-29 13:46:48,473 INFO Car0 (1, 4)-7.73-10.66 MOVING "Turn to plant[1, 4]."
2019-05-29 13:46:51,275 INFO Car0 (1, 4)-7.73-10.66 WORKING-IRRIGATE "Execute irrigation mission."
2019-05-29 13:46:57,878 INFO Car0 (1, 4)-7.73-10.66 MOVING "Turn back from plant[1, 4]."
2019-05-29 13:47:00,287 INFO Car0 (1, 4)-7.73-10.66 MOVING "Back to the entrance of ravine[1]."
