2019-05-29 14:47:02,832 INFO Car0 (0, 0)-1.60-0.00 SLEEP "Initialize car..."
2019-05-29 14:47:02,833 INFO Car0 (0, 0)-1.60-0.00 WAIT "Initialize successfully."
2019-05-29 14:47:02,833 INFO Car0 (0, 0)-1.60-0.00 MOVING "Move to plant[0, 0]."
2019-05-29 14:47:06,779 INFO Car0 (0, 0)-1.60-0.34 MOVING "Turn to plant[0, 0]."
2019-05-29 14:47:09,929 INFO Car0 (0, 0)-1.60-0.34 WORKING-IRRIGATE "Execute irrigation mission."
2019-05-29 14:47:22,067 INFO Car0 (0, 0)-1.60-0.34 MOVING "Turn back from plant[0, 0]."
2019-05-29 14:47:24,774 INFO Car0 (0, 0)-1.60-0.34 MOVING "Move to plant[0, 1]."
2019-05-29 14:47:32,131 INFO Car0 (0, 1)-1.59-1.04 MOVING "Turn to plant[0, 1]."
2019-05-29 14:47:34,895 INFO Car0 (0, 1)-1.59-1.04 WORKING-IRRIGATE "Execute irrigation mission."
2019-05-29 14:47:49,099 INFO Car0 (0, 1)-1.59-1.04 MOVING "Turn back from plant[0, 1]."
2019-05-29 14:47:51,616 INFO Car0 (0, 1)-1.59-1.04 MOVING "Move to plant[0, 2]."
2019-05-29 14:48:02,419 INFO Car0 (0, 2)-1.59-2.06 MOVING "Turn to plant[0, 2]."
2019-05-29 14:48:05,322 INFO Car0 (0, 2)-1.59-2.06 WORKING-IRRIGATE "Execute irrigation mission."
2019-05-29 14:48:15,388 INFO Car0 (0, 2)-1.59-2.06 MOVING "Turn back from plant[0, 2]."
2019-05-29 14:48:18,452 INFO Car0 (0, 2)-1.58-2.06 MOVING "Move to plant[0, 3]."
2019-05-29 14:48:32,459 INFO Car0 (0, 3)-1.58-3.36 MOVING "Turn to plant[0, 3]."
2019-05-29 14:48:35,580 INFO Car0 (0, 3)-1.58-3.36 WORKING-IRRIGATE "Execute irrigation mission."
2019-05-29 14:48:46,468 INFO Car0 (0, 3)-1.58-3.36 MOVING "Turn back from plant[0, 3]."
2019-05-29 14:48:48,931 INFO Car0 (0, 3)-1.58-3.36 MOVING "Move to plant[0, 4]."
2019-05-29 14:49:05,450 INFO Car0 (0, 4)-1.57-4.98 MOVING "Turn to plant[0, 4]."
2019-05-29 14:49:08,018 INFO Car0 (0, 4)-1.57-4.98 WORKING-IRRIGATE "Execute irrigation mission."
2019-05-29 14:49:17,998 INFO Car0 (0, 4)-1.57-4.98 MOVING "Turn back from plant[0, 4]."
2019-05-29 14:49:20,687 INFO Car0 (0, 4)-1.57-4.98 MOVING "Back to the entrance of ravine[0]."
