2019-06-29 15:15:44,765 INFO Car0 (0, 0)-7.80-0.00 SLEEP "Initialize car..."
2019-06-29 15:15:44,765 INFO Car0 (0, 0)-7.80-0.00 WAIT "Initialize successfully."
2019-06-29 15:15:44,765 INFO Car0 (0, 0)-7.80-0.00 MOVING "Move to plant[0, 0]."
2019-06-29 15:15:49,331 INFO Car0 (0, 0)-7.80-0.34 MOVING "Turn to plant[0, 0]."
2019-06-29 15:15:52,184 INFO Car0 (0, 0)-7.79-0.34 WORKING-IRRIGATE "Execute irrigation mission."
2019-06-29 15:16:03,592 INFO Car0 (0, 0)-7.79-0.34 MOVING "Turn back from plant[0, 0]."
2019-06-29 15:16:06,509 INFO Car0 (0, 0)-7.78-0.34 MOVING "Move to plant[0, 1]."
2019-06-29 15:16:14,697 INFO Car0 (0, 1)-7.77-1.04 MOVING "Turn to plant[0, 1]."
2019-06-29 15:16:17,837 INFO Car0 (0, 1)-7.76-1.04 WORKING-IRRIGATE "Execute irrigation mission."
2019-06-29 15:16:23,935 INFO Car0 (0, 1)-7.76-1.04 MOVING "Turn back from plant[0, 1]."
2019-06-29 15:16:26,689 INFO Car0 (0, 1)-7.75-1.04 MOVING "Move to plant[0, 2]."
2019-06-29 15:16:37,247 INFO Car0 (0, 2)-7.74-2.06 MOVING "Turn to plant[0, 2]."
2019-06-29 15:16:39,692 INFO Car0 (0, 2)-7.73-2.06 WORKING-IRRIGATE "Execute irrigation mission."
2019-06-29 15:16:45,453 INFO Car0 (0, 2)-7.73-2.06 MOVING "Turn back from plant[0, 2]."
2019-06-29 15:16:48,452 INFO Car0 (0, 2)-7.73-2.06 MOVING "Move to plant[0, 3]."
2019-06-29 15:17:02,477 INFO Car0 (0, 3)-7.71-3.36 MOVING "Turn to plant[0, 3]."
2019-06-29 15:17:05,453 INFO Car0 (0, 3)-7.70-3.36 WORKING-IRRIGATE "Execute irrigation mission."
2019-06-29 15:17:13,653 INFO Car0 (0, 3)-7.70-3.36 MOVING "Turn back from plant[0, 3]."
2019-06-29 15:17:16,588 INFO Car0 (0, 3)-7.69-3.36 MOVING "Move to plant[0, 4]."
2019-06-29 15:17:33,032 INFO Car0 (0, 4)-7.68-4.98 MOVING "Turn to plant[0, 4]."
2019-06-29 15:17:35,237 INFO Car0 (0, 4)-7.67-4.98 WORKING-IRRIGATE "Execute irrigation mission."
2019-06-29 15:17:48,801 INFO Car0 (0, 4)-7.67-4.98 MOVING "Turn back from plant[0, 4]."
2019-06-29 15:17:51,151 INFO Car0 (0, 4)-7.66-4.98 MOVING "Back to the entrance of ravine[0]."
2019-06-29 15:17:51,597 INFO Car0 (0, 0)-7.66-4.98 MOVING "Turn to the ravine channel."
2019-06-29 15:17:54,325 INFO Car0 (0, 0)-7.65-4.98 MOVING "Move to ravine[1]."
2019-06-29 15:18:02,184 INFO Car0 (1, 0)-7.64-5.71 MOVING "Turn into ravine[1]."
2019-06-29 15:18:05,217 INFO Car0 (1, 0)-7.63-5.71 MOVING "Move to plant[1, 0]."
2019-06-29 15:18:08,438 INFO Car0 (1, 0)-7.63-6.01 MOVING "Turn to plant[1, 0]."
